videoTitle,videoCategoryId,videoViews,videoLikes,videoDislikes,videoCommentCount,channelViewCount,channelSubsCount,channelVideoCount,dayDifference,publishedZTimeFloat,publishedDayOfWeek,ageOfChannelDays,videoDurationSeconds,numberOfVideoTags
Ashnikko - Cry Feat. Grimes (Official Video),10,631592,66941,1064,4084,90897387,627000,30,4,19.50305556,4,3448,126,35
Jelly Roll - Save Me (New Unreleased Video),10,1005886,63616,750,5808,409828748,889000,226,5,17.65916667,3,3848,237,20
Cop Charged In Killing Of Rayshard Brooks,25,516393,2193,9660,7611,374701081,616000,3004,4,21.39472222,4,4570,103,12
TROLLZ - Alternate Edition 6ix9ine & Nicki Minaj (Official Lyric Video),10,5803430,361586,12423,20765,2782225781,14600000,9,5,18.84888889,3,807,186,37
Painting a Giant Mini made Entirely of GREEN STUFF!? (With @Jazza),26,285901,26705,216,811,8432100,155000,70,4,13.44361111,4,405,610,22
I HAD A POOL PARTY IN MY VAN,22,507495,36903,1504,2901,68844839,2350000,24,4,18.29805556,4,805,368,33
The Runaway Duck,15,8453606,196161,8371,10817,809321937,3730000,86,4,13.0025,4,1956,430,17
NoCap - Count A Million (feat. Lil Uzi Vert) [Official Visualizer],10,655927,38026,663,1625,190388539,374000,70,5,17.03083333,3,2812,218,28
I NEVER THOUGHT THIS WOULD HAPPEN...,26,1047717,198271,1562,50990,109842433,1020000,685,5,19.00194444,3,2670,572,10
"Porsche Reinvents The Brake Rotor - No Rust, Low Dust, No Fade!",2,1069853,34339,593,3704,446796464,2690000,814,4,14.0025,4,3285,719,21
Polo G - 21 (Dir. by @_ColeBennett_),24,6397508,522565,6883,32205,5627658154,14300000,357,6,17.0025,2,2645,187,14
Here's why car rental companies hate car guys,2,349370,12182,270,950,334321699,1140000,823,4,14.00722222,4,1483,1050,23
"Madden 21 | Official Reveal Trailer | PS4, Xbox One, PC",20,1152824,15546,33536,8099,235745459,693000,2628,5,8.454166667,3,5221,91,23
Ashe - Moral of the Story feat. Niall Horan (Official Audio),10,1680279,244518,620,10478,35665243,9380,33,4,4.001944444,4,1081,200,10
The Best Moment Of My Life,24,5117063,552777,4658,13420,5446151545,21900000,720,4,19.59333333,4,1758,265,23
Machine Gun Kelly - Bloody Valentine Acoustic (Official Video),10,2413959,147214,2540,7486,903878821,6200000,207,5,17.02027778,3,4925,214,0
The First Guy To Ever Have A Home,23,429728,39573,314,2609,59499733,435000,99,4,16.29805556,4,4210,282,14
2020 C8 Corvette Z51 Review // Expectation vs Reality,2,388881,12126,354,1527,92285854,726000,244,4,12.00083333,4,3107,1052,21
How to Rock Press On Nails Like a PRO! + DIY Nail Care Routine!,26,366730,29869,318,1621,336210547,3450000,905,4,3.205,4,5215,1480,5
Jocko Willink Weighs In on Defunding the Police | Joe Rogan,22,2947929,88618,8195,26567,2990985143,4730000,5070,5,19.0025,3,1250,1956,18
Haunted Shores: Official Sea of Thieves Content Update,20,336719,15092,171,1423,31700334,342000,376,4,16.94972222,4,1298,272,23
"HIGHLIGHTS! MAN CITY 3-0 ARSENAL | Sterling, De Bruyne, Foden",17,1947242,22969,1154,1283,648090231,2520000,5013,4,23.00111111,4,4002,121,25
I Bought My Brother a HOUSE As a Housewarming Gift!,23,3397545,327781,2017,11570,1755414082,11000000,267,6,20,2,2295,1215,9
Everything Wrong With Sonic the Hedgehog In SEGA Minutes Or Less,1,1223690,40236,2429,5436,3089274685,8930000,847,5,16.12611111,3,2749,1359,18
Minecraft Dungeons (Zero Punctuation),20,398533,17620,290,850,873437541,1180000,5724,4,16.00666667,4,4289,343,6
Boyfriend Cuts my Hair!,24,2002518,115747,3942,10792,507893813,4710000,104,6,21.30305556,2,3784,1518,6
TROLLZ - 6ix9ine with Nicki Minaj (Official Lyric Video),10,16299417,635201,43820,26917,2782225781,14600000,9,6,16.00138889,2,807,204,41
Ali Gatie - Running On My Mind (Official Music Video),10,728188,87079,352,5941,373222071,2270000,38,4,15.00305556,4,1295,157,33
"Chloe x Halle ""Do It"" - TODAY Show Performance",24,1144984,112013,640,5173,102045261,1380000,112,5,17.92722222,3,5220,185,14
Amazon LEAKED The PRICE And RELEASE DATE Of The PlayStation5,20,348350,14742,613,2909,387890956,878000,3434,3,0.042777778,5,4229,299,30
BTR Worldwide 2020,10,591940,96556,158,6753,131529558,0,383,5,16.03,3,3091,229,9
OFFICIAL GENDER REVEAL!!! IS IT A BOY OR A GIRL?,22,933176,59750,829,5210,12697593,560000,17,5,2.0025,3,995,1506,0
Kitten Name Reveal!,15,580361,35732,417,4864,155841836,2020000,393,5,19.50083333,3,2173,1096,21
Tuber Simulator - Vacation Celebration,20,200109,7012,244,395,30036426,96700,93,6,11.27083333,2,2022,26,13
Rochy RD - La Gomita | Video Oficial,10,1355259,92792,1484,5483,518863460,1910000,181,5,16.26944444,3,882,180,7
Kayla Nicole- Think About Me (OFFICIAL MUSIC VIDEO) ft. Yk Osiris,24,838499,109024,886,5368,210567479,4060000,152,5,18.62694444,3,2000,212,17
A Hospital Run By Tik Tokers,23,1898599,182934,706,12450,254726018,2340000,89,5,18.11166667,3,1766,1000,17
Binging with Babish: Sweetrolls from Skyrim,24,2797737,144481,1121,8850,1357325549,7200000,310,5,13.00083333,3,5053,749,18
J. Cole - SNOW ON THA BLUFF REACTION/REVIEW,10,223510,16312,257,1402,126613705,693000,637,4,4.068888889,4,1556,713,11
GENDER REVEAL DANCE BATTLE,22,210143,7211,369,438,27234541,122000,15,5,20.00277778,3,2601,102,0
MattyBRaps - Closer (Music Video),10,889436,28845,1897,2802,6479624506,13500000,258,5,15.30527778,3,3674,191,51
I Tried Drinking 5 Venti Cold Brews,23,1240506,87565,1966,5741,228036355,3380000,71,6,18.02694444,2,1686,1168,13
Dead by Daylight | Silent Hill | Collection Trailer,20,1032396,49523,730,3730,69467771,592000,238,5,15.55666667,3,1608,63,22
GOING TO THE HOSPITAL...,22,5149701,323111,6338,35870,3775835083,18600000,537,5,0.791111111,3,1624,1022,12
Trying Tik Tok Hacks to see if they work,24,4080574,130210,3743,15529,6498700491,20400000,2355,5,20.19972222,3,2709,738,18
How Long-Haul Trucking Works,27,797377,30363,556,2764,329097325,2600000,121,5,16.46083333,3,3783,752,8
The God of High School | A Crunchyroll Original | FINAL TRAILER,1,759624,42171,254,6181,1264540589,1500000,7094,5,16.00166667,3,4056,106,35
THE CUTEST BABY SHOWER!!,24,742015,49218,831,2888,13294329,465000,14,5,1.486111111,3,2317,608,9
The Gunslinger | Rudy Mancuso,23,658168,45659,975,1777,1326694527,7320000,134,5,14.98305556,3,3187,280,24
POP SMOKE - MAKE IT RAIN ft. Rowdy Rebel (Official Lyric Video),10,1259464,71711,720,3041,462590160,1200000,45,6,17.82277778,2,586,203,0
"With you, Spot can",28,1682485,88236,1724,9882,389060687,1760000,40,5,13.75027778,3,4368,90,0
Testing Viral Makeup Hacks!!,24,3602701,232141,2883,15425,2295282935,19600000,280,5,19.04888889,3,1664,872,35
"Hasan Minhaj: To Enjoy America's Successes, We Have To Own Its Failures",24,705090,12899,315,1150,6449196774,7600000,6792,4,7.583333333,4,1852,510,21
"Ep#3: Quarantine Part 3 - WE'RE FREE! (Well, almost...)",15,1133887,21676,689,2978,382392134,1130000,437,5,1.673055556,3,3571,622,9
"If I find PS5, the video ends - Router",20,2469733,108675,2543,12564,283573716,1360000,500,5,20.5275,3,1817,172,32
"To My Ex... ""Broken Heart"" - Stina Kayy ft. Nakuu (Official Music Video)",22,1128200,67390,2876,12502,341286563,2830000,90,6,22.55805556,2,710,145,34
Manoj Bajpayee On Sushant Singh Rajput: Stop Celebrating Other's Failure,25,4894969,81339,2727,7414,2659448098,8000000,87414,6,22.14083333,2,5158,770,17
True Facts: Cats' Killer Senses,15,969691,68969,1072,3044,482667324,3010000,185,6,17.49944444,2,5083,770,0
I built the perfect gamer space | Unraveled,20,727308,67500,843,4432,369534716,1110000,4142,6,19.005,2,5232,1077,40
PS5 VS Xbox Series X: Everything YOU Need To Know,24,371477,9072,735,5549,394904190,1670000,940,6,19.75,2,2054,618,14
Usher - California (from Songland) (Audio) ft. Tyga,10,293092,14156,404,909,3240454502,3630000,104,5,2.750555556,3,3902,177,33
If Google Was a Guy: Quarantine Edition (Part 2),23,902209,62650,2153,2566,7379083235,13900000,3592,6,17.50194444,2,5004,253,15
TESTING A CREEPY TIK TOK TREND *fail lol*,24,2721993,163721,3926,11276,1103973889,9060000,244,7,19.25111111,1,1469,890,8
How to Cook a Deep-Fried Burger with George Motz | Burger Scholar Sessions,26,439328,18669,599,1045,1559602782,8990000,546,5,15.00277778,3,2305,315,25
India says 20 soldiers killed in border clash with China,25,1013292,11136,1282,9556,1885955595,5380000,86519,4,7.826111111,4,4959,151,28
"Dominik Mysterio outsmarts Seth Rollins and his disciples: Raw, June 15, 2020",17,2309144,54973,1552,2656,44536693937,61900000,48210,5,3.381388889,3,4790,134,30
'The View' Addresses ABC News Executive Placed on Leave Over Alleged Racist Comments | The View,24,669179,7247,1495,3501,686291733,865000,4322,6,16.96583333,2,4672,376,9
What Really Happens at Airports? | Anwar Jibawi & Hannah Stocking,23,1156846,52391,1600,1865,1276717788,5860000,134,6,15.02527778,2,1426,512,27
"Would You Rather Have $100,000 OR This Mystery Key?",24,23074862,1298394,22135,90401,5967041515,37200000,705,8,20.00027778,7,3044,1161,0
BIGTOP BURGER: KID,1,589372,69410,375,4137,30816633,319000,36,6,12.20083333,2,3823,186,0
Telling each other BAD JOKES by our viewers! - 10 Minute Power Hour,23,484557,46747,170,4904,57443852,940000,76,6,23.09055556,2,395,627,31
I LET YOUTUBERS ASK ME ANYTHING...,24,1593543,112384,1269,3706,3152024760,8650000,1688,6,19.04166667,2,4508,1163,7
"Which Step Drill Bit is Best? Let's find out! DeWalt, Milwaukee, Bosch, Irwin, Diablo, Makita, Bauer",26,749164,32171,302,6307,207399207,1220000,204,6,21.00527778,2,1246,950,24
"SIDEMEN $20,000 REAL LIFE BINGO IN LOCKDOWN",24,5140868,337946,7047,25950,1605322423,8450000,152,7,17.01833333,1,1834,2198,8
"NEW Pokemon Snap, Sword Shield DLC NOW OUT, Cafe Mix, & Smile Reaction",20,238874,9100,145,1239,323841549,1540000,641,4,13.68,4,4841,499,21
GHOSTBUSTERS Reunited Apart,24,560575,17582,428,2499,14242674,275000,21,6,16.00333333,2,74,1972,4
Swapping Outfits With an E-Girl!,23,728074,39188,698,1705,3679830933,14500000,442,6,19.18333333,2,3477,1023,22
Lil Baby - The Bigger Picture (Official Music Video),24,16264425,888207,19365,50543,444345500,4180000,19,9,19.02,6,959,257,6
What Happens After the Universe Ends?,27,504466,18800,420,3063,227519965,2040000,244,6,18.75,2,1959,1110,30
Belmont Stakes 2020 (FULL RACE) | NBC Sports,17,174892,1156,75,370,588421188,1220000,11811,4,23.04777778,7,3060,165,30
Kim Kardashian Is Officially Team Tristan Thompson | KUWTK Bonus Scene | E!,24,350182,6412,248,562,281795499,1060000,281,4,14.99777778,7,460,193,14
Epic Modern Tiny House With Library Net Loft,26,766142,31310,270,1319,437418403,3370000,231,6,21.50222222,5,2520,982,20
Lunch With Daniel Day-Lewis | Kevin James,23,828522,50555,463,2724,30087151,557000,30,4,1.5025,7,940,219,35
Finding Out We Are Pregnant,22,907744,56458,1195,6346,479246167,1520000,1289,6,1.541111111,5,1879,596,18
TFATK's Emotional Reaction to Chris D'Elia Accustations,23,913816,15423,1266,7313,46356169,98300,497,6,19.00166667,5,716,184,34
Woah! Simon Cowell Has Ashley Marina Sing 3 Times! She Stuns The Judges - America's Got Talent 2020,24,12063993,207716,5788,12971,3460692989,16400000,2326,7,1.655277778,4,5109,593,28
Making Usable Resin Pencils,26,530410,31134,338,3611,71457844,759000,152,5,15.37416667,6,2583,1451,34
The Astounding Physics of N95 Masks,28,929295,54719,4863,3389,449829357,5060000,249,6,13.22916667,5,3292,368,5
Baking a Cake with Only Gardening Tools,23,508306,68014,259,3777,16975642,475000,51,5,18.07527778,6,2715,915,27
Lamb of God - Gears (Official Music Video),10,570389,29122,507,1571,130278496,218000,50,5,13.0025,6,3948,249,33
Our Break Up,22,3171642,120518,6181,10791,6088308,243000,5,8,21.85444444,3,820,358,0
A Boogie Wit Da Hoodie - Reply (feat. Lil Uzi Vert) [Official Music Video],10,1178503,91689,1094,3229,1516499304,3800000,145,5,4.003055556,6,1629,226,30
Flight Attendant Teaches Racist Passenger a Lesson (2020),24,424456,57294,1141,4923,325996913,5630000,276,5,14.00277778,6,5097,238,11
"A beautiful $800,000 home in Flushing NY",27,673095,12566,413,4748,200914031,1200000,1740,5,1.232222222,6,3178,383,4
How the Apple Watch Ejects Water in Slow Mo - The Slow Mo Guys,24,7948152,254982,2977,7546,2066720159,13800000,271,6,13.50055556,5,3601,335,31
Sean Evans Reveals the Season 12 Hot Sauce Lineup | Hot Ones,24,456854,19763,842,2428,1562026033,9000000,547,6,15.00305556,5,2308,520,25
$98 vs $9 Burger: Pro Chef & Home Cook Swap Ingredients | Epicurious,24,2467663,53096,1217,4774,736990878,2830000,1239,6,16.00083333,5,4648,1470,26
Everlong by Foo Fighters (Cover),10,1592997,83461,518,4959,10471850,1170000,48,6,16.165,5,1970,252,30
Revealing Our Colorful Tiny Home on Wheels! Airstream Before and After!,26,1035436,69670,943,3792,403446807,4040000,573,7,17.61722222,4,3955,2716,19
Harry Kane seals win as Spurs chase top four | Tottenham 2-0 West Ham | Premier League Highlights,17,659283,11159,330,1584,953824527,2120000,3214,1,21.4225,3,1815,180,31
Super Schmeichel denies Maupay pen in goalless draw | Leicester 0-0 Brighton | EPL Highlights,17,226419,3772,67,814,953824527,2120000,3214,1,19.29472222,3,1815,160,30
Chelsea come from behind thanks to Pulisic & Giroud! | Aston Villa 1-2 Chelsea | EPL Highlights,17,520254,8452,183,1510,952420571,2110000,3204,3,17.39888889,1,1815,171,25
Sub-par Liverpool's title charge slowed by Merseyside draw | Everton 0-0 Liverpool | EPL Highlights,17,386103,4928,168,1725,952420571,2110000,3204,3,20.24472222,1,1815,183,23
Solskjaer Press Conference Reaction! Manchester United vs Sheffield United Man Utd News,24,109851,4097,120,428,310736195,720000,4418,1,10.38361111,3,2149,1819,24
Lecce 1-4 Milan | Brilliant Milan Score 4 Past Lecce! | Serie A TIM,17,591871,8898,139,588,1366044472,4510000,18885,2,20.50055556,2,2794,254,40
"Virtual Pub Quiz, Live! Going Out Tonight!",24,65728,282,22,13,8600060,193000,89,4,20.46333333,7,92,6040,0
"""Two Suns in the Sunset""",22,464064,26886,412,2964,18237713,246000,47,4,22.69416667,7,1890,454,0
PE With Joe | Friday 19th June,17,363922,15280,270,518,190469091,2480000,433,5,8.764444444,6,3239,2562,0
Zack Knight - Gotta Go (Acoustic) | THANK YOU FOR 2 MILLION SUBS!,10,282354,29857,248,1310,352973651,2010000,121,4,11.00305556,7,3370,195,8
JME - Grime MC ALBUM REVIEW,10,205610,10287,131,1042,617214827,2200000,3263,4,15.76722222,7,4172,555,35
Super Rugby Aotearoa | Chiefs v Blues - Rd 2 Highlights,17,184758,2125,51,117,64007585,181000,1252,4,9.3925,7,3080,298,0
NIKOLAS - LASA TIMPUL SA DECIDA  guest ANDY ADETU  2020 HIT,10,955960,38715,925,436,199903446,830000,92,4,8.002777778,7,1541,170,2
F1rstman - Desi Mashup PART 2 FT Hosai ( Prod.by Harun B ),10,532930,19785,354,1062,36913952,162000,78,5,15.0025,6,3300,295,38
Supercross Round 17 at Salt Lake City | 250SX EXTENDED HIGHLIGHTS | 06/21/20 | Motorsports on NBC,17,113011,1276,29,121,79319075,229000,1296,3,23.29166667,1,512,721,23
BRIGHTON 2-1 ARSENAL | MATCH REACTION | KMT ANOTHER L,17,72913,2801,100,797,16563949,146000,662,4,16.23416667,7,1492,289,23
Jador - Nu Ma Primi Inapoi | Official Video,10,2242615,95980,1587,3742,76251550,583000,147,6,14.37472222,5,218,159,23
TOTTENHAM vs MANCHESTER UNITED With MARK GOLDBRIDGE LIVE,17,660777,10792,646,237,310736195,720000,4418,5,21.9825,6,2149,11487,17
NSG - Grandad [Official Video],10,488849,15268,183,709,1713636,20200,35,6,19.00305556,5,2381,192,9
"FIFA 21 & Madden 21 | Feel Next Level (PS5, Xbox Series X)",20,1242572,30315,16021,4004,731257954,3910000,773,6,23.55305556,5,3986,108,25
Coventry City FC Promotion Party,17,31203,497,18,2,5572991,15100,2031,4,22.10138889,7,2876,12780,0
Full time chaos as Arsenal players seek out match-winner Maupay,17,1498545,15657,446,2099,1334546067,2810000,5847,4,17.0225,7,2730,104,11
"Virtual Pub Quiz, Week 13, It's a quizzical thing",24,213189,719,65,17,8597861,193000,88,6,20.73166667,5,92,5805,0
IS THIS SOME SORT OF JOKE?! | BRIGHTON 2-1 ARSENAL,20,91877,4307,110,969,247909211,780000,2556,4,16.92527778,7,3798,726,22
International Yoga Day |  Yoga With Adriene,26,205069,6244,112,490,653832835,7780000,556,4,18.01527778,7,2855,4353,0
UNKNOWN P | CHICKEN SHOP DATE,10,188770,11879,173,617,60656997,419000,45,6,15.75027778,5,2284,322,0
CURSED (Katherine Langford) | Trailer | Netflix,24,2408933,89678,3281,6501,2964485828,15400000,3804,6,13.00083333,5,2899,73,13
2020 Super Rugby Aotearoa Round Two: Hurricanes vs Crusaders,17,82754,640,23,96,40345677,64300,6003,3,6.219444444,1,3970,381,6
BATTLEFIELD 6 TEASER Revealed At EA PLAY!,20,394214,10894,953,1914,157064301,536000,1703,5,0.834444444,6,3157,182,21
Capital T X Ledri Vula - DMP (Prod by. Rzon),24,2800044,62610,2257,2056,482243407,531000,78,5,15.00277778,6,2935,194,21
Highlights Real Madrid vs Valencia CF (3-0),17,2303466,25039,952,1124,1394428740,5600000,34054,6,23.47277778,5,5095,91,42
"""Arsenal players need to learn humility!"" Maupay reacts to the chaos after his injury-time winner",17,504271,12188,954,1366,1334546067,2810000,5847,4,16.52,7,2730,210,12
Marble League 2020 Qualifiers - Marble Race by Jelle's Marble Runs,24,585130,22148,273,5858,84167579,1180000,176,6,19.00305556,5,582,1345,18
[Stray Kids - God's Menu] Comeback Stage | M COUNTDOWN 200618 EP.670,24,3093886,295238,1501,50638,9048871044,14100000,20168,6,10.46138889,5,5221,188,13
PE With Joe | Thursday 18th June,17,359888,8745,254,577,190469091,2480000,433,6,8.655277778,5,3239,1967,0
Was Bernd Leno fouled in horror injury incident vs Brighton? | Astro Supersport,17,91316,321,63,113,245755917,597000,3076,4,18.29916667,7,3789,468,3
Learning Every Meme Song In 24 Hours,23,1412827,191923,1932,11711,541648829,3920000,262,6,19.00555556,5,3160,1007,12
Super Stradivarius lands Gold Cup hat-trick in style! | Royal Ascot 2020,17,63373,585,27,193,26815365,41700,2110,6,14.94222222,5,4884,392,11
Man City 3 - 0 Arsenal | We Might As Well Go Back Into Lockdown Says DT,17,543735,12227,582,2957,833042633,1160000,12486,7,21.70083333,4,2802,450,28
John Malkovich Can't Cope With Aisling Bea's Malaysian Stand Up Story | The Jonathan Ross Show,24,1844034,16368,685,1127,201745673,301000,661,7,13.16583333,4,2504,568,25
Audi RS7 vs AMG GT 63S 4-Door: DRAG RACE,2,1862591,63467,1391,5857,1182698140,4070000,1234,4,8.153055556,7,2365,615,27
If Zoom Meetings Were Honest (ft. Jae Richards),23,402464,33391,1004,1898,3358267757,15000000,801,6,18.50305556,5,3526,262,21
Dax - FASTER  (ft. Tech N9ne) [Official Video],10,1293993,103742,2620,10953,280530689,2380000,97,7,16.1625,4,3039,198,27
*FULL EPISODE* Bondi Rescue Season 15 Episode 7 (DELETE AFTER 24 HRS!),24,305186,16288,130,1405,237041882,692000,465,1,21.00333333,3,4874,1354,17
RAUL RESTARTS AND NETO VOLLEYS HOME A BEAUTY! | West Ham United 0-2 Wolves | Highlights,17,474453,9749,156,484,77135049,362000,1526,4,21.90861111,7,2938,120,23
BLACKPINK - 'How You Like That' JISOO Concept Teaser Video,10,12670630,1319871,18154,65427,9468719583,37100000,269,5,0.006111111,6,1456,12,23
Brighton v. Arsenal | PREMIER LEAGUE HIGHLIGHTS | 6/20/2020 | NBC Sports,17,383954,3735,226,770,588421188,1220000,11811,4,17.30638889,7,3060,800,26
so I leaked my fortnite skin...,20,1143512,69022,946,5162,282630707,2310000,643,3,3.334722222,1,2648,670,18
SHISHIE - SAKRIFIS OFFICIAL VIDEO,22,557502,28018,867,7220,2429846,53100,19,4,1.049444444,7,2230,216,0
BLACKPINK - 'How You Like That' LISA Concept Teaser Video,10,16856336,1484948,29128,89348,9488938782,37200000,268,5,0.000555556,6,1456,12,23
Blueface - First Mission,10,1204632,47162,1484,2834,169694216,1960,21,5,4.003888889,6,562,148,6
Anderson .Paak - Lockdown,10,1197181,110959,1288,3623,111416409,484000,43,5,4.003888889,6,3095,250,12
